"Index"	"Phase"	"Stiffness"	"Depth..nm."	"Load..mN."	"E.GPa"	"H.GPa"	"hc.nm"	"Ac.nm2"	"X"	"Y"
4582	2	34410.548792	29.11	0.208277585	193.885212544	8.588188653	24.571	24252	32.8035	57.6014700000014
4583	2	35871.805187	29.096	0.209988771	201.272493771	8.586404174	24.705	24456	33.203999	57.6009860000049
4584	2	39281.519771	29.123	0.198389977	216.176413415	7.803917044	25.335	25422	33.603524	57.6014530000029
4585	2	34812.001257	29.117	0.162372973	189.938695037	6.27820549	25.619	25863	34.00344	57.6014360000045
4586	2	35935.759607	29.033	0.165137902	196.262946359	6.397681244	25.587	25812	34.402974	57.6011170000056
4587	2	38023.188169	29.195	0.20596322	210.54757388	8.202494809	25.133	25110	34.804474	57.6015310000003
4588	2	33992.428792	29.095	0.190114671	189.575744662	7.680149007	24.901	24754	35.203924	57.6019700000033
4589	2	39015.882442	29.004	0.208443503	216.944830616	8.37060741	24.997	24902	35.604052	57.6014810000052
4590	2	36214.192127	29.122	0.212774759	203.127440477	8.694659168	24.716	24472	36.003408	57.6019359999991
4591	2	37149.499618	29.108	0.223145314	209.109293112	9.182931984	24.603	24300	36.403057	57.6013920000041
4592	2	33292.521443	29.087	0.18961434	186.16472279	7.700615614	24.815	24623	36.803974	57.6019139999989
4593	2	32515.921295	29.007	0.155069464	178.426253315	6.064633182	25.43	25569	37.203485	57.6015140000018
4594	2	37733.54802	29.064	0.176866495	206.321400933	6.868022438	25.548	25752	37.603331	57.6014260000011
4595	2	38063.872854	29.128	0.215709999	212.431345039	8.726385444	24.878	24719	38.003474	57.6010640000022
4596	2	39914.282929	29.144	0.195337234	218.738153148	7.619567462	25.474	25636	38.403518	57.6014930000019
4597	2	35775.808453	29.078	0.199780038	199.59178575	8.076280076	24.889	24737	38.803474	57.6010040000037
4598	2	38682.341906	29.211	0.176114819	209.937013498	6.737538799	25.796	26139	39.202974	57.6014700000014
4599	2	41588.077666	29.011	0.207975811	229.390402195	8.218233667	25.261	25307	39.602974	57.6009699999995
4600	2	35435.608418	29.185	0.195972718	196.798518273	7.850771607	25.037	24962	40.003496	57.6010700000043
4601	2	39122.51914	29.084	0.16467614	211.49695798	6.250836955	25.927	26345	40.403452	57.6013870000024
4602	2	40306.919076	29.037	0.224173565	225.03862146	9.075951696	24.865	24700	40.803402	57.6010650000026
4603	2	34632.307489	29.051	0.173285121	190.805533208	6.831769623	25.298	25365	41.20393	57.6018810000023
4604	2	34750.854624	29.101	0.156911706	189.06244612	6.032367293	25.714	26012	41.603047	57.6014370000048
4605	2	35974.226061	29.014	0.197206745	200.616505532	7.965719981	24.903	24757	42.003918	57.6009699999995
4606	2	36987.138597	29.024	0.213993911	207.665134511	8.761530707	24.684	24424	42.40354	57.601886000004
4607	2	34890.910338	29.119	0.197708739	194.77506484	8.002410885	24.869	24706	42.803474	57.6019700000033
4608	2	40664.227008	29.085	0.159982068	218.479707846	5.99820552	26.134	26672	43.20354	57.6014920000016
4609	2	37398.324796	29.057	0.1589373	202.521889439	6.053664391	25.87	26255	43.603018	57.6014920000016
4610	2	37661.393589	29.134	0.165802364	204.176142906	6.329374653	25.832	26196	44.003969	57.6014639999994
4611	2	36929.559114	29.163	0.174203456	201.453708545	6.733051256	25.626	25873	44.403797	57.6015479999987
4612	2	38103.259073	29.108	0.156448894	205.365872932	5.902794546	26.028	26504	44.803918	57.6010539999988
4613	2	34131.020903	29.039	0.163933881	187.255087215	6.409000101	25.436	25579	45.202974	57.6014580000046
4614	2	31984.16414	29.1	0.178689336	178.32351769	7.214375383	24.91	24769	45.603474	57.6014090000026
4615	2	31811.012983	29.101	0.164390262	175.653872108	6.510126243	25.225	25251	46.003474	57.6010260000039
4616	2	41447.474278	29.113	0.189148016	225.659382237	7.282245323	25.69	25974	46.403918	57.6009699999995
4617	2	37079.189242	29.197	0.171467412	201.645223806	6.586426947	25.728	26033	46.802974	57.6019310000047
4618	2	33703.090768	29.154	0.156873709	183.648338349	6.049752073	25.663	25931	47.203452	57.6019700000033
4619	2	39842.26671	29.038	0.190875279	218.531468515	7.458344549	25.445	25592	47.60391	57.6015259999986
4620	2	37604.54184	29.079	0.216069188	210.57682879	8.800072815	24.769	24553	48.003013	57.6015140000018
4622	2	40987.033561	29.134	0.261427545	232.541770961	10.929824465	24.35	23919	48.803974	57.6014490000016
4623	2	37661.624398	29.042	0.182009913	206.742565346	7.123765508	25.418	25550	49.204407	57.6019359999991
4624	2	34505.822853	29.103	0.185203593	191.39628262	7.400899286	25.077	25024	49.60394	57.6014760000035
4625	2	37272.571469	29.092	0.180770039	204.380274828	7.05957509	25.454	25606	50.003502	57.6010090000054
4626	2	36066.597283	29.005	0.16241742	196.737050408	6.276932282	25.627	25875	50.40353	57.6010640000022
4627	2	32962.54582	29.018	0.185553021	184.426391714	7.544414518	24.796	24595	50.80308	57.6018820000027
4628	2	36546.382623	29.057	0.159308046	198.394439124	6.097625867	25.788	26126	51.203018	57.6014829999986
4629	2	36569.135491	29.106	0.203316508	203.725364099	8.195705168	24.936	24808	51.603413	57.6014490000016
4630	2	34983.594092	29.128	0.203513734	195.928582779	8.291122493	24.764	24546	52.003872	57.6014760000035
4631	2	33360.998703	29.108	0.140313511	180.204764289	5.317491565	25.954	26387	52.403518	57.6010590000005
4632	2	34396.55778	29.088	0.156044	187.299225782	6.009549811	25.685	25966	52.80394	57.6014480000013
4633	2	38694.779789	29.053	0.167205002	209.905124061	6.390626745	25.812	26164	53.203435	57.6009699999995
4634	2	33383.94354	29.104	0.185173372	185.936642165	7.460811949	24.944	24819	53.602974	57.6019310000047
4635	2	37828.713003	29.06	0.196520113	209.275240982	7.811823834	25.163	25157	54.004432	57.6010040000037
4636	2	36802.606023	29.211	0.185786426	201.981514873	7.268301806	25.425	25561	54.404386	57.6015310000003
4637	2	37470.969215	29.118	0.193030991	206.720772559	7.630593053	25.254	25297	54.80293	57.6015530000004
4638	2	41095.415504	29.074	0.221501985	228.267745119	8.87631764	25.032	24954	55.20343	57.6009699999995
4639	2	39062.857266	29.189	0.215371399	216.829574093	8.61886175	25.054	24988	55.603924	57.6009699999995
4640	2	40233.569223	29.157	0.225520691	224.019372875	9.080991936	24.953	24834	56.003063	57.6019700000033
4641	2	44706.488526	29.084	0.220775915	245.696294611	8.660852722	25.38	25491	56.402974	57.6010200000019
4642	2	42508.424274	29.097	0.211260072	233.691306762	8.2928802	25.369	25475	56.803018	57.6018699999986
4643	2	36131.179018	29.077	0.211648933	202.867113886	8.666185554	24.683	24422	57.20443	57.6015140000018
4644	2	35124.988716	29.043	0.175298715	193.510154155	6.910456376	25.3	25367	57.603496	57.601456000004
4645	2	37198.899399	29.12	0.170179627	202.537161779	6.55254016	25.689	25972	58.002945	57.6014480000013
4646	2	37042.911068	29.025	0.200273	206.14732032	8.056018205	24.97	24860	58.40353	57.6009699999995
4647	2	39020.140673	29.021	0.17053702	212.106099319	6.54485739	25.743	26057	58.803524	57.601926000003
4648	2	36299.593135	29.085	0.171077803	198.470170204	6.642529628	25.55	25755	59.203496	57.601880000002
4649	2	31256.63951	29.069	0.142301193	170.358117696	5.490381277	25.655	25918	59.603013	57.6009699999995
4650	2	33935.326463	29.009	0.147154669	184.393148145	5.643030631	25.756	26077	59.603474	57.201482000004
4652	2	37239.073361	29.153	0.20191593	206.497134326	8.064060484	25.087	25039	58.803924	57.2014310000013
4653	2	35061.022231	29.019	0.189226125	195.110045194	7.611041208	24.971	24862	58.403379	57.2018749999988
4654	2	34850.514439	29.17	0.179667912	191.975774978	7.081053244	25.304	25373	58.003902	57.2014640000052
4655	2	42876.158528	29.043	0.199568154	234.410934151	7.747616269	25.552	25759	57.602974	57.200920000003
4656	2	39253.346444	29.096	0.163940378	211.968823742	6.209110693	25.964	26403	57.203888	57.2014580000032
4657	2	38110.07499	29.071	0.171848014	207.495322312	6.616592642	25.689	25972	56.804408	57.2014710000003
4658	2	36666.695832	29.041	0.208471105	205.273389931	8.486341239	24.777	24565	56.402557	57.2010040000023
4659	2	38279.988174	29.183	0.168137711	207.179202023	6.396858113	25.889	26284	56.004024	57.2014980000022
4660	2	37611.67593	29.078	0.165955283	204.294412992	6.359332837	25.769	26096	55.603536	57.2019360000049
4661	2	40683.66834	29.097	0.165809751	219.192702977	6.251365718	26.041	26524	55.203386	57.2010040000023
4662	2	36506.739326	29.021	0.175031288	200.360669734	6.84774239	25.425	25560	54.803483	57.2014689999996
4663	2	37765.509221	29.192	0.202969924	208.939286537	8.069266886	25.161	25153	54.40393	57.2014640000052
4664	2	28700.604463	29.111	0.143784178	157.858082475	5.649571679	25.354	25450	54.003087	57.201009000004
4665	2	44795.4708	29.103	0.268141672	252.063750457	11.027314379	24.613	24316	53.603518	57.2014259999996
4666	2	35381.198813	29	0.183281974	196.027991485	7.307413987	25.115	25082	53.203	57.2014259999996
4667	2	35814.253466	29.092	0.158693159	194.533241021	6.081166743	25.768	26096	52.80383	57.2018810000009
4668	2	35689.244196	29.175	0.194687394	197.922148189	7.776869101	25.084	25034	52.403452	57.2018840000019
4669	2	37141.633027	29.016	0.165454184	202.308680835	6.375843771	25.675	25950	52.003496	57.2014640000052
4670	2	37570.693961	29.015	0.206420504	209.574994409	8.342307469	24.894	24744	51.603974	57.2009700000053
4671	2	32023.606103	29.196	0.163859524	176.108409223	6.436418463	25.359	25458	51.203075	57.2009700000053
4672	2	44020.664857	29.142	0.248269889	245.415613128	10.022316156	24.912	24772	50.803446	57.2015820000015
4673	2	35863.127454	29.111	0.172335413	196.335939081	6.708581243	25.507	25689	50.403452	57.2024240000028
4674	2	35208.029241	29.073	0.187242647	195.249668348	7.479194285	25.084	25035	50.003008	57.2010630000004
4675	2	36376.131948	29.021	0.17684495	199.948479338	6.939828009	25.374	25483	49.602974	57.2010330000048
4676	2	36149.482203	29.085	0.180600967	198.923735091	7.103002809	25.338	25426	49.203458	57.2014490000001
4677	2	38288.89453	29.063	0.204030566	212.449173153	8.158541643	25.067	25008	48.803918	57.2010200000004
4678	2	40097.178822	29.031	0.211946755	222.485627498	8.475316503	25.066	25008	48.40343	57.2009990000006
4679	2	34926.508706	29.083	0.171979357	191.890272888	6.742559053	25.39	25507	48.003446	57.2015360000005
4680	2	40166.985175	29.178	0.181699544	218.06701073	6.955817408	25.785	26122	47.603974	57.2009700000053
4681	2	36570.54675	29.189	0.18368147	200.725384178	7.187202823	25.422	25557	47.203935	57.2006380000021
4682	2	31560.671331	29.071	0.158959443	173.905394859	6.268632969	25.294	25358	46.803468	57.2014039999995
4683	2	38920.923758	29.063	0.218913502	217.437023592	8.874136936	24.845	24669	46.403426	57.2014259999996
4684	2	39561.229941	29.111	0.254993207	224.970322535	10.710071455	24.277	23809	46.002943	57.2014380000037
4685	2	41159.012796	29.045	0.209620333	227.270695861	8.301245467	25.225	25252	45.603508	57.2014840000047
4686	2	40725.014561	29.106	0.199901671	223.514305619	7.820912776	25.424	25560	45.20393	57.2019140000048
4687	2	37617.3753	29	0.168170006	205.074693026	6.491552391	25.647	25906	44.803024	57.201353000004
4688	2	37641.825907	29.17	0.17150279	204.557132724	6.578273822	25.752	26071	44.402443	57.2014500000005
4689	2	33832.840551	29.222	0.149008476	182.946123581	5.658917172	25.919	26332	44.00353	57.2015309999988
4690	2	38290.569874	29.06	0.160133354	207.020390913	6.079631487	25.923	26339	43.603518	57.2013750000042
4691	2	40930.244989	29.151	0.170383287	220.596030025	6.428158174	26.029	26506	43.202535	57.2007010000016
4692	2	39023.324195	29.178	0.199574061	214.71195487	7.847311438	25.342	25432	42.803375	57.2015920000049
4693	2	37532.443531	29.077	0.219409766	210.67515669	8.978872241	24.692	24436	42.403525	57.201552999999
4694	2	33768.441914	29.035	0.193919415	189.335101011	7.917979725	24.728	24491	42.003379	57.2010260000025
4695	2	37709.686865	29.006	0.166424457	205.275464492	6.40528194	25.696	25982	41.603879	57.2018730000054
4696	2	33690.707161	29.165	0.168395476	184.950341715	6.591333825	25.417	25548	41.203013	57.2014580000032
4697	2	36295.95011	29.125	0.218914453	204.312817725	9.009531125	24.601	24298	40.802974	57.2010599999994
4698	2	40059.357988	29.151	0.175981311	217.021140406	6.70834712	25.856	26233	40.403924	57.2019700000019
4699	2	36759.657401	29.156	0.198886179	203.767252137	7.937492668	25.098	25057	40.00403	57.2019700000019
4700	2	40556.719051	29.117	0.20408939	223.142361643	8.024384245	25.343	25434	39.60393	57.2019310000032
4701	2	40143.445557	29.037	0.179826511	218.642404144	6.92860944	25.678	25954	39.203886	57.2009820000021
4702	2	38907.104976	29.19	0.17423202	210.933143329	6.651393686	25.831	26195	38.80348	57.2010340000052
4703	2	38346.395499	29.149	0.224590004	214.816706093	9.154408759	24.756	24534	38.403496	57.2010599999994
4704	2	37117.410743	29.107	0.207978077	206.978501451	8.399734443	24.905	24760	38.003935	57.2014720000006
4705	2	33186.232848	29.156	0.17392627	183.244311318	6.887524219	25.225	25252	37.603003	57.2018810000009
4706	2	40673.347518	29.005	0.206685813	224.802470295	8.20060433	25.194	25204	37.202437	57.2009990000006
4707	2	36803.279748	29.109	0.199206302	204.315207187	7.974147763	25.049	24982	36.803441	57.201939999999
4708	2	37169.522051	29.07	0.207077173	207.35208816	8.37004836	24.892	24740	36.403595	57.2014610000042
4709	2	35909.779325	29.045	0.20367605	200.949474458	8.284019397	24.791	24587	36.003935	57.2011170000042
4710	2	34786.001884	29.037	0.174169676	191.74586948	6.873349246	25.282	25340	35.603879	57.2019700000019
4711	2	40816.792188	29.148	0.19518528	223.08773632	7.573098066	25.562	25774	35.203	57.2015060000049
4712	2	36412.910859	29.054	0.210148686	204.18188542	8.582289665	24.725	24486	34.80308	57.2015360000005
4713	2	41355.416103	29.021	0.22969567	230.963747943	9.305260191	24.855	24684	34.403466	57.2010599999994
4714	2	38445.219934	29.059	0.227904527	216.333402934	9.372776957	24.613	24316	34.00303	57.2018730000054
4715	2	34872.240708	29.141	0.200413674	194.904245715	8.131358497	24.831	24647	33.603456	57.201476000002
4716	2	38569.299694	29.026	0.218502032	215.927990183	8.894933901	24.777	24565	33.203037	57.2009990000006
4717	2	37624.00655	29.057	0.201712494	208.959372287	8.081263959	25.036	24961	32.803018	57.2010260000025
4718	2	35463.382797	29.093	0.196438388	197.546038585	7.916907269	24.939	24813	32.402494	57.2015360000005
4719	2	37753.205757	29.043	0.251051391	216.19568831	10.69305706	24.056	23478	32.00343	57.2009360000011
4720	2	35792.042667	29.159	0.211132824	200.642082969	8.617468586	24.735	24501	31.603024	57.2018880000032
4721	2	41009.787788	29.186	0.203698194	224.827197863	7.951749621	25.461	25617	31.202974	57.2010040000023
4722	2	37517.082952	29.143	0.165259296	203.351751636	6.306036382	25.839	26207	30.803487	57.2024380000003
4723	2	34760.356475	29.055	0.192794743	193.892588894	7.791158342	24.895	24745	30.40394	57.201565000003
4724	2	35389.819563	29.153	0.185092791	195.381932003	7.327477154	25.23	25260	30.003449	57.2010200000004
4725	2	37408.31707	29.048	0.203656119	208.215214209	8.194810389	24.965	24852	29.603446	57.2023360000021
4726	2	39718.543988	29.034	0.203105213	219.48945206	8.055910006	25.199	25212	29.20348	57.2014039999995
4727	2	38578.340718	29.046	0.178043364	210.708436374	6.898511912	25.585	25809	28.803936	57.2014310000013
4728	2	36171.345803	29.09	0.166564789	197.25385472	6.433654398	25.636	25890	28.403899	57.2019700000019
4729	2	41199.334888	29.13	0.227966466	229.20966023	9.164510184	24.98	24875	28.003935	57.2014909999998
4730	2	40282.740121	29.054	0.211269917	223.145673873	8.420336784	25.12	25090	27.603408	57.2018310000058
4731	2	38434.478043	29.101	0.152510603	206.556086754	5.721197294	26.125	26657	27.203396	57.201565000003
4732	2	34287.89422	29.044	0.166131182	188.268774012	6.505474539	25.41	25537	26.803495	57.2009309999994
4733	2	32221.860381	29.039	0.166190337	178.214420707	6.603027388	25.171	25169	26.40348	57.2019070000024
4734	2	35003.896136	29.2	0.176771673	192.184381378	6.92100152	25.412	25541	26.002974	57.2009990000006
4735	2	35481.605308	29.22	0.16943377	193.477700927	6.543470614	25.639	25894	25.603974	57.2019360000049
4736	2	33822.194498	29.065	0.207055174	191.151248048	8.589930787	24.473	24104	25.203351	57.2015690000044
4737	2	42958.618423	29.08	0.233580992	238.832156684	9.377246961	25.002	24909	24.803974	57.2019060000021
4738	2	42420.260517	29.091	0.230136952	235.698428868	9.227964928	25.022	24939	24.403416	57.2014679999993
4739	2	35315.594705	29.077	0.201833125	197.626608716	8.209242777	24.791	24586	24.003945	57.201513
4740	2	32092.502319	29.071	0.154494922	175.944500931	6.031305236	25.46	25616	23.603458	57.2014580000032
4741	2	40526.305973	29.093	0.240738801	227.864634078	9.885047758	24.638	24354	23.203924	57.2014580000032
4742	2	39511.468043	29.151	0.20404509	217.823084697	8.054535344	25.278	25333	22.802465	57.2010670000018
4743	2	36524.053518	29.107	0.17681193	200.142774472	6.895826433	25.476	25640	22.404385	57.2014580000032
4744	2	38491.68013	29.137	0.184916414	210.557298885	7.186793968	25.534	25730	22.003539	57.2010330000048
4745	2	41843.229	29.125	0.234126627	233.160346101	9.441971283	24.929	24796	21.603546	57.2006180000026
4746	2	30717.577453	29.052	0.138640997	167.357604202	5.345169899	25.667	25938	21.203974	57.2019650000002
4747	2	38632.125427	29.033	0.184050339	211.797394205	7.185111456	25.46	25616	20.803518	57.2014580000032
4748	2	45232.218575	29.069	0.20035131	245.849563997	7.687553607	25.747	26062	20.402974	57.2009700000053
4749	2	38204.830657	29.072	0.197285598	211.125384514	7.825148675	25.199	25212	20.003008	57.2010040000023
4750	2	38694.538087	29.222	0.203463088	213.314289909	8.03117455	25.278	25334	19.603454	57.2009700000053
4751	2	40223.823897	29.149	0.194273103	220.079104891	7.55364299	25.527	25719	19.203508	57.2014479999998
4752	2	37890.024513	29.027	0.203503845	210.678053412	8.171735609	24.998	24903	18.803474	57.2019700000019
4753	2	35361.84665	29.175	0.190190377	195.760370798	7.570439453	25.141	25123	18.403918	57.2014039999995
4754	2	43741.001546	29.077	0.243549472	243.939489323	9.838453401	24.901	24755	18.003853	57.2005700000009
4755	2	38057.165167	29.123	0.185390668	208.584341942	7.233213308	25.47	25630	17.60393	57.2010599999994
4756	2	38497.667927	29.086	0.188016603	211.294230531	7.356233434	25.424	25559	17.202974	57.2017899999992
4757	2	40309.018088	29.101	0.181401739	219.226402582	6.969082242	25.726	26030	16.803364	57.2014909999998
4758	2	39900.580701	29.098	0.181024316	217.203456552	6.967304858	25.695	25982	16.403822	57.2005980000031
4759	2	38383.099311	29.139	0.168230984	207.967479032	6.414600685	25.852	26226	16.004441	57.2019199999995
4760	2	37503.324098	29.004	0.166583278	204.293019195	6.420247908	25.673	25947	15.60398	57.2013920000027
4761	2	41380.523883	29.126	0.169058651	222.805803191	6.365775138	26.062	26557	15.203924	57.2010599999994
4762	2	38570.486837	29.071	0.184848328	211.352429169	7.208960374	25.477	25641	14.803496	57.2024569999994
4763	2	36191.591266	29.098	0.225461442	204.849794923	9.381685194	24.425	24032	14.403468	57.2019320000036
4764	2	36146.848273	29.075	0.200601427	201.515650372	8.097735225	24.913	24773	14.002458	57.2018749999988
4765	2	38325.185055	29.157	0.302837649	225.388462072	13.603716456	23.231	22261	13.60394	57.2006230000043
4766	2	40328.519048	29.198	0.200904307	221.084303368	7.842118209	25.462	25619	13.203924	57.2019140000048
4767	2	45061.475384	29.096	0.299222657	257.556846265	12.696462211	24.116	23567	12.803024	57.2014909999998
4768	2	41065.058203	29.148	0.215390865	226.826015013	8.535343176	25.214	25235	12.40393	57.2015140000003
4769	2	37041.23424	29.115	0.185281749	203.670295079	7.275619785	25.364	25466	12.00393	57.2010040000023
4770	2	36436.158639	29.11	0.184373601	200.638835515	7.261334333	25.315	25391	11.60293	57.2013920000027
4771	2	34118.037795	29.058	0.194457522	190.971371374	7.913089095	24.783	24574	11.203464	57.2014259999996
4772	2	34924.370608	29.018	0.211961841	197.421132941	8.797122755	24.467	24094	10.803057	57.2009929999986
4773	2	34847.98277	29.109	0.23000456	198.908304171	9.732846069	24.159	23632	10.402974	57.2009700000053
4774	2	38232.536448	29.104	0.206041701	212.16839583	8.241441018	25.062	25001	10.003469	57.2014689999996
4775	2	36970.889731	29.179	0.18639337	203.071172273	7.303988386	25.398	25519	9.603469	57.2019360000049
4776	2	36294.704573	29.013	0.159113794	197.399866656	6.113189732	25.725	26028	9.203974	57.2018810000009
4777	2	32672.848751	29.026	0.15646004	179.267215291	6.117641767	25.434	25575	8.80347399999999	57.2019360000049
4778	2	37555.779651	29.156	0.201608803	207.977346062	8.030468015	25.13	25105	8.40353500000001	57.2010260000025
4779	2	40698.953739	29.194	0.191287505	221.72497955	7.373984614	25.669	25941	8.003474	57.2009700000053
4780	2	35706.388606	29.037	0.151241945	193.416428998	5.763947103	25.86	26239	7.60393500000001	57.2014920000001
4781	2	37671.733536	29.014	0.15746392	203.947947529	5.99434025	25.879	26269	7.203057	57.2009700000053
4782	2	37634.511989	29.113	0.147809368	202.004111115	5.530987359	26.167	26724	6.80388000000001	57.2009700000053
4783	2	37193.959141	29.106	0.147138966	199.808718683	5.51524253	26.139	26679	6.403024	57.2015000000029
4784	2	34663.411117	29.059	0.167988192	190.247506058	6.57244515	25.424	25559	6.003474	57.2009700000053
4785	2	38255.175558	29.17	0.181707198	208.798138893	7.030688302	25.608	25845	5.604375	57.2014490000001
4786	2	35251.155829	29.016	0.185027426	195.516171412	7.392777206	25.08	25028	5.203496	57.2015000000029
4787	2	38935.909441	29.028	0.164639714	210.927685765	6.275581851	25.857	26235	4.803501	57.2009700000053
4788	2	39942.608038	29	0.171310869	216.859140571	6.55873997	25.783	26119	4.402935	57.2013920000027
4789	2	34593.73498	29.033	0.115157678	183.677318886	4.216595286	26.536	27311	4.004397	57.2014479999998
4790	2	35468.459731	29.023	0.135303963	190.407847268	5.064638028	26.162	26715	3.60393500000001	57.2015420000025
4791	2	36130.742597	29.211	0.179028243	197.874324004	6.974282391	25.495	25670	3.203452	57.2017940000005
4792	2	36579.829909	29.111	0.182073053	201.045749992	7.143400011	25.378	25488	2.80297400000001	57.201092000003
4793	2	35342.893337	29.205	0.180626034	194.285279656	7.08938899	25.372	25478	2.403885	57.2015480000045
4794	2	38433.518859	29.222	0.188921372	210.231823332	7.341935647	25.535	25732	2.003974	57.20147
4795	2	32281.600868	29.054	0.128415746	173.769862925	4.832923652	26.071	26571	1.60256	57.2019590000054
4796	2	34578.940319	29.023	0.177382371	191.225099914	7.045790963	25.176	25176	1.20343	57.2015109999993
4797	2	35589.803892	29.025	0.186747543	197.337571396	7.457205848	25.089	25043	0.803452000000007	57.2019700000019
4798	2	36043.093538	29.108	0.180433867	198.241651444	7.089516542	25.354	25451	0.403063000000003	57.2010260000025
4799	2	35106.009819	29.052	0.151391643	190.403933062	5.784204781	25.818	26173	0.00341299999999478	57.2004900000029
4800	2	39856.336602	29.065	0.203189541	219.970019648	8.038711582	25.241	25276	0.00391799999999876	56.8014040000053
4801	2	39676.940855	29.032	0.224607054	222.061833872	9.13792821	24.787	24580	0.403502000000003	56.8014830000029
4802	2	41477.542942	29.142	0.202553034	227.266287487	7.898336105	25.479	25645	0.803889999999996	56.8019260000001
4803	2	36738.279912	29.069	0.174051199	201.075321518	6.771888401	25.516	25702	1.203018	56.8009700000039
4804	2	35417.519905	29.002	0.18581156	196.512084291	7.429640946	25.068	25009	1.60397400000001	56.8014279999989
4805	2	35661.713008	29.031	0.203866169	199.856234724	8.316278571	24.744	24514	2.003063	56.8009700000039
4806	2	40222.117431	29.065	0.211861197	222.847028637	8.446720527	25.115	25082	2.403418	56.8009700000039
4807	2	33153.021593	29.044	0.174469232	183.781504548	6.963524193	25.097	25055	2.80301300000001	56.8015310000046
4808	2	40543.144675	29.03	0.20209741	223.413479474	7.970718943	25.292	25355	3.204418	56.801026000001
4809	2	33145.914919	29.055	0.150952878	180.737910008	5.829519427	25.639	25895	3.60350200000001	56.8019140000033
4810	2	35871.988162	29.212	0.132563841	190.999856897	4.881273425	26.44	27158	4.003516	56.8014640000038
4811	2	35508.578843	29.105	0.145078102	191.310635966	5.469736188	26.041	26524	4.40350100000001	56.8014919999987
4812	2	36387.910165	29.103	0.144019132	195.499952051	5.399482514	26.135	26673	4.80347399999999	56.8010090000025
4813	2	33579.424878	29.182	0.137111404	180.491070176	5.145071062	26.12	26649	5.203047	56.8014480000056
4814	2	35579.373659	29.104	0.164155325	193.983730808	6.337848595	25.643	25901	5.60391	56.8009700000039
4815	2	36110.722245	29	0.170214699	197.947445757	6.643200833	25.465	25622	6.003062	56.8015310000046
4816	2	38189.095367	29.104	0.181975468	208.926323555	7.074134195	25.53	25724	6.403008	56.8010560000039
4817	2	39250.036765	29.024	0.142710788	209.872294907	5.299559304	26.297	26929	6.80258500000001	56.8018799999991
4818	2	37493.53821	29.006	0.144447359	201.54878112	5.421381515	26.117	26644	7.203935	56.8014480000056
4819	2	37070.506664	29.137	0.166641828	201.370764412	6.386643573	25.766	26092	7.60393000000001	56.8014089999997
4820	2	37139.823041	29.143	0.183994265	203.817727171	7.197164045	25.427	25565	8.00356000000001	56.8019360000035
4821	2	37849.374202	29.03	0.194092917	209.259070288	7.705728952	25.184	25188	8.403891	56.8013710000014
4822	2	33396.998022	29.011	0.173650365	185.054182278	6.924868257	25.111	25076	8.803057	56.801019999999
4823	2	35432.497632	29.097	0.173558332	194.470286057	6.790493009	25.424	25559	9.20400000000001	56.8013920000012
4824	2	36341.985596	29.054	0.211625952	204.031941872	8.663648287	24.686	24427	9.60393500000001	56.801026000001
4825	2	35112.055483	29.061	0.195780362	195.949809893	7.919525819	24.879	24721	10.004385	56.801026000001
4826	2	38669.759686	29.05	0.196374588	213.41969529	7.768983471	25.241	25277	10.403508	56.8015040000028
4827	2	38024.465985	29.039	0.160035526	205.833258597	6.090796906	25.883	26275	10.80393	56.8018809999994
4828	2	37850.240478	29.058	0.208252472	210.892660349	8.397087463	24.931	24801	11.202475	56.8014570000014
4829	2	41954.347113	29.077	0.198840243	229.580388434	7.733441237	25.522	25712	11.603458	56.8009700000039
4830	2	36474.5308	29.021	0.219142443	205.875172133	9.067924356	24.514	24167	12.003886	56.8015139999989
4831	2	38152.094857	29.03	0.167658566	207.444364798	6.437913217	25.734	26042	12.403891	56.8014140000014
4832	2	38782.960058	29.132	0.255153857	221.096189392	10.770493752	24.198	23690	12.802974	56.8010600000052
4833	2	35373.031075	29.182	0.214528162	198.919527253	8.811451671	24.633	24347	13.203502	56.8014260000054
4834	2	36139.242803	29.192	0.27489262	210.766786726	12.144012277	23.487	22636	13.603557	56.8018860000011
4835	2	39753.225299	29.111	0.192412773	217.806787462	7.502134475	25.481	25648	14.003058	56.8015700000033
4836	2	32299.369613	29.111	0.178866092	179.817100871	7.20036935	24.958	24841	14.403503	56.8015030000024
4837	2	35763.713932	29.067	0.151518184	193.553696028	5.764150825	25.89	26286	14.803974	56.8018809999994
4838	2	40467.293558	29.156	0.171369467	218.422337533	6.484434287	25.98	26428	15.203452	56.801026000001
4839	2	40005.084536	29.094	0.18335921	218.031047524	7.073948497	25.656	25920	15.603024	56.8005730000004
4840	2	38053.856727	29.154	0.189305697	208.862779346	7.406982156	25.423	25558	16.003051	56.8019260000001
4841	2	35278.990438	29.102	0.175634546	193.954555019	6.894939777	25.368	25473	16.403798	56.8014640000038
4842	2	41761.175431	29.066	0.213916496	230.60405386	8.471993034	25.224	25250	16.803024	56.8014260000054
4843	2	34513.05464	29.035	0.197973932	193.483358836	8.081301557	24.733	24498	17.203496	56.8014309999999
4844	2	35355.962956	29.092	0.200821688	197.599130399	8.147196628	24.832	24649	17.603634	56.8009700000039
4845	2	39888.807022	29.101	0.215557069	221.452655064	8.629285218	25.048	24980	18.003901	56.8015310000046
