"Index"	"Phase"	"Stiffness"	"Depth..nm."	"Load..mN."	"E.GPa"	"H.GPa"	"hc.nm"	"Ac.nm2"	"X"	"Y"
0	2	40301.593361	29.163	0.194344675	220.372934088	7.547403813	25.547	25750	0.00108400000000586	69.5999990000055
1	2	35389.536065	29.099	0.260809726	205.830408207	11.458980538	23.572	22760	0.403935000000004	69.6010559999995
2	2	36013.690162	29.105	0.177515252	197.756157307	6.952056948	25.408	25534	0.803483	69.6018729999996
3	2	39736.701933	29.117	0.219402831	221.095724299	8.822103401	24.976	24870	1.20303699999999	69.6019450000022
4	2	32196.894285	29.16	0.147033818	175.062241947	5.645821053	25.734	26043	1.603374	69.6014900000009
5	2	37235.300692	29.187	0.199632058	205.978538899	7.934459827	25.166	25160	2.00394	69.6010040000037
6	2	36659.726546	29.042	0.197328289	203.796328549	7.920570889	25.005	24913	2.403437	69.6015479999987
7	2	33166.397637	29.022	0.167916673	183.140008544	6.649921838	25.225	25251	2.803049	69.6019700000033
8	2	40124.293934	29.033	0.18606109	219.346250017	7.221942871	25.555	25763	3.202985	69.601502000005
9	2	31122.222716	29.013	0.115229206	166.711450411	4.294425593	26.236	26832	3.603056	69.6019139999989
10	2	31428.055671	29.098	0.124310027	168.868875614	4.66147354	26.132	26668	4.00245200000001	69.6014270000014
11	2	28636.822372	29.134	0.137085584	156.60463552	5.324811378	25.543	25745	4.403999	69.6024500000058
12	2	32332.054858	29.17	0.173816446	179.005731194	6.920078002	25.138	25118	4.803595	69.6019129999986
13	2	33157.739812	29.037	0.150943352	180.892319198	5.834951791	25.623	25869	5.203101	69.6015430000043
14	2	35153.146312	29.006	0.151610338	190.925238703	5.808713604	25.771	26101	5.603492	69.6019139999989
15	2	35352.327893	29.047	0.167631807	193.63636321	6.532013792	25.491	25663	6.00300300000001	69.6019410000008
16	2	33586.120838	29.047	0.170091928	185.320952755	6.726140384	25.249	25288	6.40347800000001	69.6013750000056
17	2	35917.085584	29.078	0.166760183	196.105882417	6.45690343	25.596	25827	6.803042	69.6015650000045
18	2	34996.208085	29.01	0.197545936	195.926994566	8.042064264	24.776	24564	7.203361	69.6010339999993
19	2	30536.417555	29.113	0.167689552	169.811837593	6.735326025	24.994	24897	7.60397400000001	69.6024860000034
20	2	33051.632949	29.013	0.164290332	182.168057761	6.48221583	25.285	25345	8.00273900000001	69.6019880000022
21	2	34211.42845	29.164	0.167894767	187.431417879	6.545342723	25.483	25651	8.402974	69.6018729999996
22	2	34125.146489	29.007	0.16030365	186.95362506	6.249064551	25.484	25652	8.80303000000001	69.601886000004
23	2	32609.442251	29.033	0.203071699	184.940213804	8.483561984	24.362	23937	9.203974	69.6014419999992
24	2	34231.641033	29.069	0.159955165	187.082267514	6.205273755	25.564	25777	9.603945	69.6019139999989
25	2	37638.626493	29.212	0.162028646	203.129753415	6.129488279	25.984	26434	10.00303	69.6014639999994
26	2	31489.859222	29.043	0.173615559	175.580008251	7.010519492	24.908	24765	10.403565	69.6019410000008
27	2	35105.870271	29.135	0.153871813	190.231890372	5.868391732	25.848	26220	10.803383	69.6015479999987
28	2	34383.884706	29.007	0.130779906	184.628192829	4.897563126	26.154	26703	11.203446	69.6015140000018
29	2	36988.093129	29.113	0.156487934	199.877932315	5.935257081	25.94	26366	11.603689	69.6015360000019
30	2	39261.808578	29.141	0.174974624	213.067114345	6.692990073	25.798	26143	12.003454	69.6015259999986
31	2	33078.810984	29.082	0.160232126	181.410501834	6.259325397	25.449	25599	12.403903	69.6014570000043
32	2	36409.631124	29.067	0.15322991	196.923751061	5.821837151	25.911	26320	12.802974	69.6010630000019
33	2	30640.788004	29.115	0.128939117	165.486264431	4.884966664	25.959	26395	13.203054	69.6018810000023
34	2	38855.906277	29.07	0.153288104	208.90681137	5.755094177	26.111	26635	13.603501	69.6019700000033
35	2	37363.203426	29.163	0.143493157	199.863450338	5.33288981	26.283	26907	14.003962	69.6014540000033
36	2	36093.516011	29.111	0.164278382	196.468946307	6.32212	25.697	25985	14.403445	69.6014680000008
37	2	32943.859889	29	0.194878533	185.665674617	8.039538931	24.563	24240	14.803004	69.6013920000041
38	2	36384.133017	29.101	0.153094993	196.584886605	5.804837211	25.945	26374	15.203847	69.6009699999995
39	2	37607.861721	29.142	0.181968166	205.850388904	7.080996571	25.513	25698	15.603101	69.6019139999989
40	2	35364.690237	29.035	0.144942053	190.984135955	5.490376734	25.962	26399	16.002918	69.6019700000033
41	2	31576.353748	29.019	0.148661317	172.970045723	5.793869197	25.488	25658	16.403565	69.6010040000037
42	2	26631.981866	29.137	0.171943409	151.361343181	7.213754724	24.295	23835	16.803496	69.6015650000045
44	2	30795.719034	29.012	0.212476441	177.585579784	9.176949603	23.838	23153	17.603387	69.601032999999
45	2	34109.216036	29.058	0.161329832	186.716773699	6.279003722	25.51	25694	18.003974	69.6019359999991
46	2	36159.554885	29.061	0.168313954	197.585000897	6.527318167	25.57	25786	18.403458	69.6014260000011
47	2	33313.374794	29.07	0.158604074	182.420221955	6.176975826	25.5	25677	18.802935	69.6014500000019
48	2	34311.516383	29.256	0.159654374	186.38258429	6.118775547	25.766	26093	19.203974	69.6014260000011
49	2	33597.019827	29.018	0.14166506	182.014539841	5.400404226	25.855	26232	19.602974	69.6019070000038
50	2	36818.965349	29.081	0.165337245	200.319532584	6.356630977	25.714	26010	20.003518	69.6010040000037
51	2	35829.098748	29.052	0.16681473	195.835387504	6.472884207	25.56	25771	20.40391	69.601880000002
52	2	27102.361349	29.055	0.168897425	153.618113435	7.047685016	24.381	23965	20.803087	69.6019139999989
53	2	28001.451881	29.2	0.167364721	157.056633272	6.838616507	24.717	24473	21.20348	69.6014900000009
54	2	35797.840674	29.011	0.183027262	197.959921075	7.269583532	25.177	25177	21.603543	69.6010410000017
55	2	32513.541009	29.042	0.199765219	183.98060355	8.307842982	24.434	24045	22.003353	69.6018729999996
56	2	33839.710094	29.133	0.146085584	183.111276754	5.555678938	25.895	26295	22.403463	69.6015140000018
57	2	38434.732536	29.073	0.151483582	206.609390771	5.68552821	26.117	26644	22.803084	69.6010559999995
58	2	38052.49071	29.112	0.142580149	203.439853077	5.293194123	26.301	26937	23.203881	69.6019700000033
59	2	30260.098457	29.053	0.133143563	164.442091882	5.106911762	25.753	26071	23.602599	69.6013920000041
60	2	30548.494713	29.066	0.119753029	164.168594836	4.492001629	26.126	26659	24.003911	69.6010410000017
61	2	38817.272651	29.228	0.16297818	208.899696721	6.130669611	26.079	26584	24.40294	69.6013590000002
62	2	38866.446712	29.09	0.157746956	209.366361182	5.945357692	26.046	26533	24.803578	69.6015140000018
63	2	43834.327892	29.003	0.148015089	233.189125959	5.440599326	26.47	27206	25.20349	69.6019700000033
64	2	35755.956567	29.037	0.14067558	192.379937127	5.289252932	26.087	26596	25.602874	69.6014040000009
65	2	31918.154604	29.066	0.12151598	171.101162985	4.53541086	26.211	26793	26.002996	69.6014680000008
66	2	37521.950625	29.096	0.131346265	199.610361012	4.827985277	26.47	27205	26.403949	69.601502000005
67	2	37278.712029	29.045	0.148040295	200.691191382	5.572725243	26.067	26565	26.80389	69.6023750000022
68	2	35760.23013	29.066	0.14283134	192.496186274	5.375514372	26.07	26571	27.203458	69.6019450000022
69	2	34518.92412	29.075	0.139437721	185.949648183	5.255443364	26.046	26532	27.603428	69.6019359999991
70	2	34589.855991	29.135	0.146096727	186.770254342	5.532370624	25.967	26408	28.00343	69.6023790000036
71	2	31415.791848	29.072	0.141121839	170.97603536	5.429021453	25.703	25994	28.40349	69.6010040000037
72	2	31606.077411	29.063	0.138615584	171.646286238	5.30997589	25.774	26105	28.803004	69.6005510000032
73	2	29258.543464	29.035	0.129534279	159.181571333	4.97986704	25.714	26012	29.203974	69.6005819999991
74	2	31453.517793	29.167	0.119185866	168.043448245	4.418576148	26.325	26974	29.603004	69.6014270000014
75	2	31338.358581	29.16	0.134023024	169.288605112	5.079666975	25.952	26384	30.003591	69.6014260000011
76	2	30544.412734	29.099	0.152568075	168.00474123	5.995094744	25.353	25449	30.403903	69.6015479999987
77	2	30822.597499	29.094	0.145480299	168.503675085	5.647254186	25.554	25761	30.803079	69.6014869999999
78	2	35690.933273	29.082	0.174087964	195.88888039	6.811227278	25.424	25559	31.203084	69.6019410000008
79	2	41867.295709	29.067	0.190032478	228.135124954	7.328501692	25.663	25931	31.603505	69.6014040000009
80	2	32922.883753	29.024	0.169511309	182.143091025	6.738778955	25.162	25155	32.003436	69.601877000001
81	2	29050.634786	29.018	0.158246123	161.856940424	6.380244835	24.933	24803	32.403974	69.6015160000024
82	2	37014.981214	29.011	0.167037758	201.912011467	6.455602207	25.627	25875	32.803054	69.6015230000048
83	2	32246.348709	29.106	0.1460029	175.461140331	5.614552557	25.71	26004	33.203903	69.601880000002
84	2	35360.858749	29.019	0.183175902	195.801693985	7.294717678	25.134	25111	33.60353	69.601370000004
85	2	30847.470478	29.176	0.156243882	169.543187513	6.130239747	25.378	25487	34.002974	69.6015479999987
86	2	34292.008644	29.102	0.157747065	186.916713974	6.087298222	25.652	25914	34.403437	69.6013920000041
87	2	33196.374189	29.093	0.167470618	182.829637241	6.597864323	25.31	25383	34.802606	69.6019139999989
88	2	29909.746886	29.005	0.116417394	160.929703451	4.377414641	26.086	26595	35.202974	69.6009699999995
89	2	40728.61855	29.031	0.229755833	227.854976308	9.339789513	24.8	24600	35.602443	69.6009699999995
90	2	35168.762868	29.058	0.200052784	196.798693066	8.136314053	24.792	24588	36.003561	69.6010260000039
91	2	32727.936802	29.078	0.160247815	179.725890263	6.276665916	25.405	25531	36.403425	69.6014610000057
92	2	37576.017186	29.083	0.167898302	204.325170034	6.447946357	25.732	26039	36.803472	69.6015140000018
93	2	36188.904508	29.159	0.203375468	201.555871923	8.193915257	24.944	24820	37.203881	69.6019359999991
94	2	34813.572919	29.196	0.192031938	193.21229863	7.682431054	25.059	24996	37.603452	69.6019410000008
95	2	36738.160123	29.088	0.179009786	201.574579829	6.999489404	25.434	25575	38.003924	69.6019359999991
96	2	35449.258444	29.044	0.191320544	197.119176796	7.683479141	24.996	24900	38.403156	69.6014910000013
97	2	34268.834566	29.084	0.176055336	189.187952197	6.969318984	25.231	25261	38.803877	69.600999000002
98	2	30377.243923	29.079	0.174282803	170.067889288	7.095047513	24.776	24564	39.203405	69.6010000000024
99	2	31643.092643	29.082	0.168322268	175.434391797	6.719950361	25.093	25048	39.603003	69.6014570000043
100	2	30557.248509	29.018	0.12237471	164.761510653	4.62091074	26.015	26483	40.003944	69.6014980000036
101	2	28412.27899	29.094	0.139269934	155.968905999	5.450974445	25.418	25550	40.403472	69.6019700000033
102	2	30173.688144	29.11	0.151053755	165.9524658	5.934648719	25.355	25453	40.803948	69.6019139999989
103	2	33133.986985	29.055	0.171311549	183.226762251	6.804088116	25.177	25178	41.203053	69.6014820000055
104	2	37201.621479	29.131	0.228581422	209.927270344	9.453829692	24.522	24179	41.603446	69.6014260000011
105	2	30697.521199	29.033	0.16155519	170.227469095	6.452476773	25.086	25038	42.003391	69.6019139999989
106	2	33727.743062	29.135	0.151943284	183.268525738	5.826873439	25.756	26076	42.403013	69.6019359999991
107	2	34744.199243	29.092	0.153209825	188.625563469	5.865107387	25.785	26122	42.803423	69.6014140000043
108	2	31988.516906	29.051	0.152518765	175.297557952	5.94894107	25.475	25638	43.203494	69.6019700000033
109	2	33256.959216	29.085	0.144643333	180.34835557	5.524723975	25.823	26181	43.603474	69.6015140000018
110	2	32790.52214	29.169	0.187551187	182.996634061	7.586862646	24.879	24721	44.00403	69.6019359999991
111	2	31548.388048	29.017	0.157320204	173.926057345	6.210296325	25.277	25332	44.40268	69.6019359999991
112	2	36060.203329	29.099	0.191381209	199.763778536	7.628327076	25.119	25088	44.80243	69.6014480000013
113	2	28792.587814	29.043	0.156143057	160.205640408	6.278700226	24.976	24869	45.202974	69.6019359999991
114	2	42223.173753	29.118	0.227839849	234.250632299	9.108405266	25.071	25014	45.603396	69.6015310000003
115	2	31176.863572	29.211	0.139767849	168.938703599	5.330324121	25.848	26221	46.003598	69.6010040000037
116	2	33555.348912	29.027	0.161845623	184.247561008	6.337730996	25.409	25537	46.40354	69.6013970000058
117	2	36101.101671	29.094	0.156913944	195.707025615	5.989441502	25.834	26198	46.80394	69.6014790000045
118	2	34222.040752	29.058	0.18889103	190.750753526	7.622280349	24.919	24781	47.203974	69.6014610000057
119	2	33693.468277	29.026	0.180432393	187.278399309	7.240212568	25.01	24921	47.603561	69.6014040000009
120	2	34013.550111	29.006	0.173488646	188.072512164	6.889229452	25.18	25183	48.003918	69.601920000001
121	2	33049.895306	29.023	0.156751622	181.163484411	6.117388522	25.466	25624	48.403003	69.601920000001
122	2	30906.37059	29.083	0.162728597	171.131731979	6.480101713	25.134	25112	48.80391	69.6019139999989
123	2	33945.47018	29.128	0.149606695	184.080371383	5.714196916	25.823	26182	49.20297	69.601880000002
124	2	37740.024457	29.108	0.170529055	205.299324849	6.554233938	25.719	26018	49.603003	69.6014270000014
125	2	38828.507717	29.03	0.171528155	211.233929346	6.59347308	25.717	26015	50.003067	69.6014260000011
126	2	36854.920348	29.087	0.185058932	202.909285702	7.285775888	25.321	25400	50.403532	69.6014040000009
127	2	29754.390375	29.172	0.141053082	162.355425112	5.454650697	25.617	25859	50.803401	69.6009699999995
128	2	30167.472293	29.115	0.153674727	166.223291189	6.05984093	25.295	25360	51.203479	69.6014260000011
129	2	33365.60907	29.144	0.192975194	186.624736214	7.84141884	24.806	24610	51.603038	69.6009699999995
130	2	36349.548006	29.146	0.20900791	203.143025286	8.478546208	24.834	24651	52.003856	69.6014700000014
131	2	39682.371831	29.094	0.205832546	219.262252321	8.162052975	25.203	25218	52.403974	69.6018729999996
132	2	33126.956723	29.166	0.233972396	190.839322206	10.085330611	23.869	23199	52.803474	69.6019139999989
133	2	31554.846261	29.137	0.158579517	173.48349998	6.225642395	25.368	25472	53.203918	69.6019359999991
134	2	33188.286327	29.112	0.170889965	183.11677686	6.757033006	25.25	25291	53.603476	69.6014040000009
135	2	31640.303373	29.087	0.166717463	175.19045616	6.638555174	25.135	25114	54.00391	69.6023710000009
136	2	31789.263676	29.096	0.155676424	174.479196923	6.091189131	25.423	25558	54.403935	69.6015479999987
137	2	32469.984933	29.09	0.177278564	180.560658292	7.120183332	24.995	24898	54.803018	69.6010040000037
138	2	38186.9857	29.176	0.183529663	208.652442632	7.116645315	25.572	25789	55.20393	69.6014480000013
139	2	37609.076466	29.062	0.160517104	203.713081338	6.116833781	25.861	26242	55.60355	69.6014900000009
140	2	34146.212472	29.139	0.174246099	188.047733938	6.863838608	25.312	25386	56.003438	69.6010200000019
141	2	35875.371438	29.029	0.181490203	198.033720547	7.182762952	25.235	25267	56.403484	69.6014810000052
142	2	27560.718113	29.024	0.138827068	152.087843925	5.490791645	25.246	25284	56.803183	69.6013920000041
143	2	34526.251247	29.158	0.167528984	188.951051663	6.516923092	25.519	25707	57.20343	69.6019700000033
144	2	33000.737741	29.135	0.170000591	181.963212276	6.71310115	25.272	25324	57.603608	69.6019470000028
145	2	38644.023727	29.013	0.190018222	212.732856436	7.479155799	25.325	25406	58.00354	69.6018480000057
146	2	45642.596004	29.122	0.214770536	249.226166787	8.317142984	25.593	25823	58.403042	69.6014140000043
147	2	35352.798958	29.143	0.178690034	194.457624725	7.021914601	25.352	25447	58.803408	69.6019139999989
148	2	33813.049057	29.135	0.265538555	198.759609756	11.917030621	23.245	22282	59.203935	69.601880000002
149	2	30888.023169	29.065	0.150295637	169.572104407	5.88339262	25.415	25546	59.603008	69.6009699999995
150	2	31419.336532	29.13	0.159422665	172.965891667	6.275232931	25.324	25405	59.603494	69.2009700000053
151	2	38383.23912	29.011	0.188598809	211.292877441	7.422979873	25.326	25407	59.20348	69.2019700000019
152	2	35827.029894	29.102	0.185859671	197.914682167	7.366690849	25.211	25230	58.80349	69.2019199999995
153	2	40506.904746	29.026	0.192976328	222.122969764	7.536778109	25.453	25605	58.403069	69.2010540000047
154	2	43415.608602	29.183	0.234116951	240.365433945	9.320473274	25.139	25119	58.003431	69.2018810000009
155	2	31431.340272	29.032	0.149942514	172.352368662	5.855801757	25.454	25606	57.603442	69.2014909999998
156	2	31520.943706	29.08	0.137999118	171.07091755	5.279382445	25.796	26139	57.203918	69.2014479999998
157	2	30087.117877	29.127	0.136603071	163.651600488	5.249194517	25.722	26024	56.803067	69.2015040000042
158	2	39185.05614	29.07	0.196178496	215.774306289	7.726143646	25.316	25392	56.402421	69.2014140000028
159	2	34717.000207	29.076	0.175394557	191.339259496	6.919787733	25.287	25347	56.004468	69.2019140000048
160	2	31520.451736	29.012	0.145928656	172.390748554	5.669392078	25.54	25740	55.603438	69.2010599999994
161	2	32029.723138	29.147	0.125485453	171.708889633	4.684092236	26.209	26790	55.203468	69.2015140000003
162	2	31967.732771	29.15	0.148123765	174.130220938	5.70824019	25.674	25949	54.802604	69.2014259999996
163	2	34554.680721	29.136	0.166385198	189.071503412	6.470024738	25.525	25716	54.403625	69.2013750000042
164	2	33200.256938	29.044	0.147028455	180.581986269	5.649632798	25.723	26024	54.002857	69.2014479999998
165	2	32977.451697	29.034	0.153786094	180.381717195	5.976140251	25.536	25733	53.603877	69.201009000004
166	2	29393.355543	29.123	0.14306526	161.085472138	5.580864353	25.473	25635	53.203951	69.2019199999995
167	2	35913.692491	29.032	0.292777188	213.392203343	13.425395136	22.918	21808	52.802599	69.2010340000052
168	2	37174.369787	29.004	0.244018948	212.714366943	10.377263244	24.081	23515	52.403547	69.2015040000042
169	2	34572.470873	29.079	0.189759398	192.443168615	7.636604874	24.963	24849	52.003024	69.2010040000023
170	2	37535.895616	29.259	0.186084771	205.28722104	7.229261997	25.541	25740	51.603918	69.2014570000028
171	2	38644.542444	29.094	0.210048485	214.749633906	8.424826083	25.017	24932	51.203565	69.2009700000053
172	2	38520.598639	29.039	0.161304244	208.421178206	6.133329517	25.898	26300	50.803076	69.2014530000015
173	2	37910.083237	29.06	0.220272826	212.731261836	9.008800008	24.702	24451	50.402974	69.2014560000025
174	2	33179.619854	29.1	0.155082772	181.168503787	6.005359429	25.594	25824	50.003008	69.2005480000007
175	2	30532.649062	29.186	0.149480581	167.11938354	5.816507877	25.514	25699	49.60348	69.2010040000023
176	2	33697.343482	29.029	0.17099536	186.078342103	6.772320737	25.223	25249	49.203468	69.2010630000004
177	2	31270.626729	29.081	0.177348742	174.793875751	7.19714464	24.827	24642	48.803064	69.2014259999996
178	2	28350.442523	29.096	0.126912703	154.128018373	4.871934766	25.739	26050	48.403024	69.2014920000001
179	2	34352.91009	29.146	0.176099032	189.249920507	6.941513635	25.301	25369	48.00303	69.2019810000056
180	2	33690.012677	29.074	0.185077177	187.582855077	7.452288648	24.954	24835	47.603872	69.201387000001
181	2	36090.160499	29.144	0.193651713	199.921697589	7.718207404	25.12	25090	47.203521	69.2010040000023
182	2	32293.152882	29.097	0.151051042	176.358095104	5.851220863	25.589	25815	46.803408	69.2009700000053
183	2	27557.391502	29.111	0.119683097	149.302345014	4.562918709	25.854	26230	46.403827	69.2009700000053
184	2	31950.06127	29.065	0.163245473	176.379833921	6.461725159	25.233	25263	46.004264	69.2009700000053
185	2	37491.611719	29.127	0.193444406	206.816931883	7.645625161	25.257	25301	45.603918	69.2014980000022
186	2	35189.750415	29.165	0.163243622	191.617172806	6.286741037	25.685	25966	45.202999	69.2010340000052
187	2	52681.770987	29.106	0.279864689	291.817923456	11.153320084	25.122	25093	44.803123	69.2013970000044
188	2	34956.643135	29.124	0.18364278	193.267995433	7.291001166	25.183	25188	44.40303	69.2006079999992
189	2	34303.223152	29.092	0.198303464	192.16523191	8.082820577	24.757	24534	44.00306	69.2019199999995
190	2	33992.363472	29.018	0.186465266	189.557619634	7.531310985	24.904	24759	43.60342	69.2014580000032
191	2	28292.193913	29.029	0.139361914	155.700976443	5.482092886	25.335	25421	43.203133	69.2010589999991
192	2	34538.950365	29.125	0.159367259	188.190970307	6.145132632	25.665	25934	42.803432	69.201427
193	2	32714.459223	29.014	0.155346387	179.395368431	6.067321179	25.453	25604	42.403037	69.2014909999998
194	2	31395.815232	29.086	0.143024397	171.039733875	5.51332362	25.67	25942	42.003974	69.2014259999996
195	2	23906.261132	29.118	0.150676236	135.457701379	6.283212009	24.391	23981	41.603974	69.201009000004
196	2	36141.747517	29.076	0.185486456	199.555477724	7.344700352	25.227	25254	41.203474	69.2019700000019
197	2	31477.862474	29.081	0.15138299	172.50107369	5.904771321	25.474	25637	40.80344	69.201442000005
198	2	36219.930082	29.126	0.195906064	200.951209873	7.832254304	25.07	25013	40.403461	69.2010200000004
199	2	32700.495086	29.084	0.154923	178.896913424	6.022347398	25.53	25725	40.003617	69.2009089999992
200	2	34090.560561	29.025	0.172682727	188.232934351	6.837930859	25.226	25254	39.603974	69.2014090000011
201	2	30894.150795	29.083	0.182317405	173.603426951	7.477304412	24.657	24383	39.2036	69.2014570000028
202	2	41471.400991	29.012	0.222005105	230.600205478	8.915337598	24.997	24901	38.803885	69.201479000003
203	2	37790.745429	29.009	0.191016482	208.719145483	7.567934532	25.218	25240	38.40348	69.2014140000028
204	2	29792.307354	29.172	0.113898602	159.262122801	4.227542493	26.305	26942	38.00297	69.2018800000005
205	2	37797.431934	29.01	0.175975165	206.855685951	6.845648355	25.518	25706	37.60343	69.2019700000019
206	2	43784.440936	29.06	0.19461579	238.125413111	7.476577074	25.726	26030	37.203075	69.2015140000003
207	2	32542.923586	29.087	0.14957098	177.448590899	5.776066458	25.64	25895	36.803949	69.2015140000003
208	2	35843.246524	29.151	0.165941514	195.215470782	6.393250187	25.679	25956	36.403469	69.2014380000037
209	2	40607.96514	29.116	0.217850111	225.139656958	8.697455123	25.092	25048	36.003918	69.2014090000011
210	2	30390.868895	29.017	0.147477535	167.032788402	5.786233612	25.378	25488	35.603053	69.2018730000054
211	2	30115.244533	29.019	0.158036696	167.010783452	6.312872896	25.084	25034	35.20353	69.2014720000006
212	2	40569.099141	29.078	0.151808083	217.084203453	5.64564386	26.272	26889	34.803446	69.2014920000001
213	2	32920.363787	29.086	0.176676467	182.694003316	7.067257351	25.061	24999	34.403005	69.2010200000004
214	2	32770.275064	29.149	0.187724047	183.033813611	7.606331671	24.852	24680	34.003383	69.2009700000053
215	2	38681.090555	29.186	0.195441821	212.476227534	7.659380448	25.396	25517	33.603416	69.201552999999
216	2	33370.566898	29.096	0.152017177	181.743456028	5.856470028	25.68	25957	33.203474	69.2019199999995
217	2	29065.301507	29.149	0.135320127	158.400751295	5.220115004	25.658	25923	32.803517	69.2009700000053
218	2	34036.456005	29.015	0.152356052	185.494294514	5.877396936	25.657	25922	32.403468	69.2014870000057
219	2	33643.339296	29.053	0.148326269	182.85959125	5.691257516	25.747	26062	32.00353	69.2010140000057
220	2	34405.06688	29.098	0.159604801	187.721675223	6.171387946	25.619	25862	31.603918	69.2010140000057
221	2	33058.950922	29.217	0.1654851	181.22641079	6.459168368	25.463	25620	31.203435	69.2019199999995
222	2	31675.030973	29.121	0.15719406	173.980877397	6.159676917	25.398	25520	30.803924	69.20147
223	2	38357.44181	29.167	0.178191376	208.882715602	6.863494464	25.683	25962	30.40354	69.2014980000022
224	2	36082.78674	29.035	0.165812944	197.056520918	6.423219695	25.588	25815	30.003518	69.2019310000032
225	2	38057.369257	29.127	0.17588882	207.385687093	6.783770281	25.661	25928	29.603441	69.2019260000015
226	2	36449.488581	29.246	0.199548235	201.791540869	7.94371751	25.14	25120	29.203524	69.2014810000037
227	2	38176.559434	29.098	0.181176479	208.799981997	7.039179243	25.539	25738	28.802867	69.2014140000028
228	2	31361.792374	29.199	0.149626101	171.105215303	5.784754993	25.621	25866	28.403474	69.201482000004
229	2	36750.105197	29.161	0.168542305	199.899098297	6.476886602	25.721	26022	28.002974	69.2010140000057
230	2	32823.705168	29.172	0.150826698	178.515055235	5.794361408	25.726	26030	27.603935	69.2015140000003
231	2	41372.296538	29.169	0.148053491	219.998998858	5.437429881	26.485	27229	27.203008	69.2014090000011
232	2	34144.99935	29.071	0.140169488	184.228633253	5.29988438	25.992	26448	26.803924	69.2009700000053
233	2	32902.246254	29.145	0.147612116	178.649616713	5.652335771	25.781	26115	26.403413	69.2014259999996
234	2	35854.312643	29.1	0.157016343	194.477162357	6.000012302	25.815	26169	26.003013	69.2014259999996
235	2	40158.381754	29.086	0.164975339	216.595688457	6.233315418	26.004	26467	25.603063	69.2010140000057
236	2	42697.873443	29.043	0.148851077	227.424910849	5.484896319	26.428	27138	25.203391	69.2018759999992
237	2	35960.955238	29.155	0.137005677	192.281833761	5.087512619	26.297	26930	24.803024	69.2014479999998
238	2	33762.323038	29.115	0.140782756	182.191316938	5.324674177	25.987	26440	24.402974	69.2019260000015
239	2	34289.00762	29.063	0.134789773	184.336015206	5.059648739	26.114	26640	24.004418	69.2014200000049
240	2	33427.550931	29.046	0.14611274	181.574075363	5.599374515	25.767	26094	23.603457	69.2010200000004
241	2	35651.962357	29.018	0.132051597	190.954048531	4.920252466	26.24	26838	23.203045	69.2010140000057
242	2	35416.818303	29.075	0.134765362	189.799464949	5.02692065	26.221	26809	22.803896	69.2009700000053
243	2	36733.45144	29.022	0.149804924	198.365622698	5.673986546	25.963	26402	22.403452	69.2014920000001
244	2	39394.24368	29.061	0.191494777	216.270769794	7.496178484	25.415	25546	22.003496	69.2019700000019
245	2	33866.022371	29.142	0.171107184	186.276944231	6.723740409	25.352	25448	21.602974	69.20147
246	2	40623.241506	29.044	0.186725742	221.795207213	7.229565985	25.597	25828	21.203075	69.2019310000032
247	2	32511.407678	29.113	0.18466458	181.58702166	7.482289921	24.853	24680	20.803045	69.2014610000042
248	2	28177.747363	29.012	0.139474874	155.238332849	5.498373566	25.299	25367	20.403437	69.201009000004
249	2	34771.137447	29.165	0.191716442	193.148041797	7.683428418	25.03	24952	20.003487	69.2015309999988
250	2	37893.061568	29.12	0.163413003	205.105802031	6.218361689	25.885	26279	19.603489	69.20147
251	2	36222.557623	29.223	0.174417183	197.682089681	6.74712192	25.611	25851	19.203508	69.2005090000021
252	2	41790.493064	29.051	0.190400239	227.911279592	7.355242652	25.634	25886	18.803974	69.2019310000032
253	2	35489.916428	29.031	0.161095271	193.591674457	6.225855802	25.627	25875	18.403052	69.2018749999988
254	2	30367.139057	29.108	0.142128049	165.79454285	5.50256736	25.598	25829	18.003446	69.2014039999995
255	2	43107.545953	29.159	0.213443434	236.435858497	8.33980226	25.446	25593	17.60343	69.2009700000053
256	2	38206.326311	29.19	0.232525571	214.901531461	9.555029781	24.626	24335	17.203074	69.2014200000049
257	2	32033.596408	29.183	0.210250409	182.259709981	8.840150655	24.26	23784	16.803935	69.2014039999995
258	2	37119.699212	29.095	0.15139985	200.017312141	5.709585605	26.036	26517	16.40393	69.201009000004
259	2	35642.843482	29.144	0.173995677	195.274608573	6.783255719	25.483	25651	16.003064	69.2018490000046
260	2	32576.725728	29.132	0.130913195	175.113481939	4.913156438	26.118	26645	15.603491	69.2009700000053
261	2	34492.533162	29.033	0.151841299	187.560458018	5.831431332	25.732	26038	15.203052	69.2019310000032
262	2	34099.026458	29.001	0.173356388	188.497688052	6.880512874	25.188	25195	14.80391	69.2015140000003
263	2	38021.645506	29.052	0.199110315	210.590852315	7.93348151	25.125	25097	14.403401	69.2015030000039
264	2	33034.260722	29.119	0.164105989	181.473963945	6.432455124	25.394	25512	14.003962	69.2014259999996
265	2	35632.746639	29.164	0.161537602	193.575363745	6.191958905	25.763	26088	13.602843	69.2014259999996
266	2	42873.935134	29.034	0.196049039	234.028391453	7.586963344	25.605	25840	13.203013	69.2015140000003
267	2	31228.282029	29.12	0.156350808	171.702231006	6.139156232	25.365	25468	12.803408	69.2014479999998
